208671,842329250,10
177072,449006581,9
123544,451190548,8
236340,684862719,8
112001,440224594,9
75591,316107387,10
81597,425121631,8
105517,439139600,6
220688,452282268,8
242083,440220602,7
105979,679731725,7
73681,684853515,9
53174,812511816,7
73681,553289411,7
236757,553277472,7
137589,440221595,7
93629,38000321X,8
68555,142004235,9
208671,842329153,10
113270,140270590,8
156269,449223604,8
37644,802132758,8
21014,553153277,9
219683,67169071X,7
163973,425182908,9
253871,385484518,8
258185,55356451X,9
13552,380871556,8
142524,679879242,10
255489,68816112X,9
105028,804115613,9
150979,60926317,8
23768,446520802,6
110973,843951036,8
258185,380899825,6
110912,439139597,10
208671,891075275,9
114544,425162443,8
225087,446605484,10
178199,446601241,10
232131,767900383,7
177432,345354915,8
178667,60938455,7
274061,67082982X,10
78553,671744623,10
253871,553801376,10
130571,440221595,8
208829,688177743,8
110934,449219410,8
17950,64407675,10
187256,55310666X,10
110973,67082982X,8
224430,385484518,9
17950,385484518,8
178199,67976402X,10
150979,679746048,8
172742,440241073,8
258534,553280368,9
164323,1573228214,8
123981,671001132,9
210485,38550120X,7
139913,449221490,10
168245,440215625,10
162738,375503269,8
78834,836204387,10
136010,684855631,10
43246,316969443,9
101876,345361792,10
193499,451457811,7
144531,449911357,8
187145,553212710,9
247447,446610550,7
6251,786885688,8
101876,451206525,9
154469,1558744592,10
196077,316284955,9
252695,399149422,7
225087,446349461,7
55492,44022425X,9
60707,31298328X,8
245410,80410753X,8
81560,345339711,8
163973,345446666,9
25409,380818973,7
114868,14100018X,9
83287,553579754,10
247447,671516922,8
194600,671042556,8
40889,51512317X,10
245410,679446486,6
173415,767905180,6
43246,60283130,9
10560,312195516,9
30735,553373803,10
89602,441010512,8
35857,380710722,10
271448,316666343,10
184299,425162788,6
231237,42518336X,10
244685,671004565,8
28634,440206154,10
193898,345453816,9
258534,440213320,9
224764,345404319,8
78783,425172546,9
184299,671042858,8
261829,440206154,9
8067,312980140,10
177072,894803204,7
105517,804111898,6
112001,743457358,9
25409,60086386,7
124876,553227750,10
125774,1573229571,7
30533,671003755,7
156269,61099325,7
14422,515107662,8
229741,316776963,9
46909,553572326,8
264031,60987324,8
162738,1573220221,10
227520,425150984,8
251844,452283205,7
36606,446527793,7
189973,553287346,8
193898,671525743,7
105028,375412530,8
150979,439049989,10
258534,312990456,10
37950,943233437,7
150979,671461494,8
69697,425176304,10
22625,142001821,10
137589,440213290,8
144531,312265867,9
52584,38079487X,9
114988,1400031362,8
179718,425158616,9
174304,671873199,8
184299,812513738,9
181687,385335881,10
48025,440220602,9
274061,380756293,10
244685,440236673,10
229741,1573225541,8
8067,312966970,10
174304,140277749,7
208671,842329269,8
8067,380814390,9
216683,886774268,9
265889,60002050,8
102647,451172817,7
265115,345439104,8
129716,1570613818,6
135045,425121259,8
110934,64407683,8
258534,671026011,9
236340,446610038,8
264321,525946233,7
148744,1573225789,8
114544,743411250,7
239594,34536676X,8
234359,385729340,8
43910,671496174,7
227520,345388216,8
211426,553277472,7
254465,61054909,10
227447,515087947,10
123544,451160525,7
229741,64471047,8
81560,61054895,9
92810,451202538,7
83287,553562754,7
56447,684857820,8
37950,345339711,9
231210,553212451,9
241980,380978415,10
174304,553210793,8
31556,440995779,8
274301,425180638,7
165319,345318854,6
235392,345423399,8
208829,451192036,6
102702,804119708,10
196160,440498058,9
234359,140143505,9
28634,671003941,7
214786,34536676X,10
8245,452281636,7
224138,312199430,9
253871,451410319,10
56554,380818973,9
98904,451176464,8
172742,553572997,10
48025,451177096,9
203240,440405483,8
105517,345361792,10
216683,671793489,9
83287,449221482,10
193499,679463070,7
89602,446310786,9
22625,60930535,9
13552,373484224,8
14422,446603589,8
182993,60987324,7
241666,449223833,8
166123,451185994,7
253871,31242227X,10
88693,553278029,8
264031,515135062,10
218608,80410526X,8
68555,446365505,6
224997,618002243,8
37712,55321313X,9
124876,439136350,10
178522,316693251,9
220688,38550926X,8
271705,345348036,8
208829,449220184,8
89602,374332657,8
264321,312195516,8
177432,441790348,8
197364,553563521,7
193898,671004573,8
123981,553287532,8
172742,380002930,10
244627,446608386,7
87555,67154683X,10
102647,441005764,8
126492,345351525,8
227520,812548051,10
10560,515134457,10
274061,425181685,10
48025,451166892,9
89602,1573220221,9
181687,446530077,8
154469,373483503,6
21014,14029628X,8
125774,44022392X,9
183046,51510566X,7
56554,373250290,8
76151,671795538,10
196077,385508042,9
264031,385317093,10
234359,515136379,7
277427,553573926,10
241980,312990456,10
98904,451132378,10
105979,385730586,6
224430,64472272,6
101606,679419462,8
114868,385337116,9
110973,871136791,9
78783,805063897,9
91113,345361792,10
114868,385491026,10
189973,836204158,6
128835,394800184,10
163570,345423135,10
211426,553260960,6
115003,446675059,8
227520,671737627,10
78783,373835876,7
227520,89480829X,10
184299,812513711,9
239584,805063889,10
53220,451208765,9
66942,671021001,8
214786,425178102,10
174304,64400042,9
206534,671025333,8
193499,312983271,8
241666,553580221,6
174304,140481389,9
8245,380820145,6
4017,316666343,10
112001,553278592,10
93629,449211479,7
211426,345313860,10
160558,452281881,9
113270,385492081,9
156150,385311400,8
126736,1559029838,6
268300,670032573,10
164323,446679364,7
222296,67121148X,8
91113,684827107,7
223501,439064864,7
163973,446359750,9
241666,553569910,7
87555,141000198,8
149908,375756981,8
37950,440215625,10
101876,553277537,7
92810,671027360,6
48025,425136981,6
6251,439136350,10
87555,553296981,10
140000,345439104,8
226965,60922249,9
92810,375413634,9
141493,60505885,7
114988,60934719,8
114988,515120456,8
265115,375706429,7
149908,380727501,10
164323,446672211,8
10560,345423402,9
236757,449005615,9
261829,316603287,9
158433,385492081,9
39281,743237188,9
75591,375701214,10
206534,679745580,7
129716,60254920,9
266865,812968379,8
13552,380792028,8
101876,425182908,6
157273,670880728,9
102702,373835280,10
245410,515134449,9
13552,440209412,9
106007,60976845,8
173415,345450892,7
125519,28604202,8
144531,515121843,8
91113,812550706,9
265889,155166674X,9
69971,395177111,10
265889,312984839,10
149908,6000438X,8
170513,140119906,7
122793,68484477X,8
69389,312265859,9
110912,312195516,9
69697,671025333,8
203240,446611867,7
122793,520204956,9
166123,425178765,7
130571,316666343,8
208829,1896860982,8
136010,61030643,9
123981,425121631,9
220688,60987103,10
247447,515136530,10
30735,553284789,10
114988,553578308,6
81560,345358805,7
143415,440226104,8
39281,446612545,7
38023,440206154,7
211426,451160525,10
124876,553250531,10
89602,252006860,7
158433,553250426,8
25409,373250290,8
68555,380470845,6
83671,345350499,10
53220,38550120X,8
37950,446310786,9
76151,312185863,10
68555,786808551,10
251844,60090367,6
81560,670030643,9
153718,515134473,8
83671,6447108X,9
13273,439139597,9
229011,804119724,6
125519,446612545,8
110912,671708635,8
12982,440221471,7
252695,515120898,9
13552,425172546,7
70666,446608890,9
196160,59035342X,7
8067,380782340,9
226545,385424736,8
251843,451197399,10
69697,671027581,9
124876,60934719,8
52584,373250118,7
242083,671722751,7
271705,31205436X,7
81560,590660543,8
130571,312201656,9
10560,51513452X,10
35857,345378490,7
125774,373483503,9
52584,80410753X,8
254465,767905180,6
270713,671004573,6
23768,743225120,6
150979,452282152,9
76151,34544356X,10
105979,141000198,7
53174,316603570,7
265889,64472795,9
254206,67103264X,9
8253,60929790,7
244685,60512822,10
5582,345301110,7
271448,451197747,6
162738,679439382,9
261829,425121631,8
271448,37570504X,9
196077,449223604,10
115003,38082101X,8
85526,6092988X,10
12538,67102423X,8
244627,440237556,10
68555,60928336,10
193499,345465083,10
266056,385720106,8
142524,679454489,8
166123,425181685,7
22625,425179672,10
37950,380816547,9
78783,515134899,7
128835,440211263,10
129716,684874350,9
127359,380726254,7
177432,451180232,8
216683,440932599,7
4017,385502532,9
127359,451191145,9
23768,449907481,8
193898,425152898,9
274061,380759470,10
114544,316284955,8
70666,440211727,9
163804,440236703,8
114544,425122123,8
105028,451176464,7
271448,684853515,8
136382,38079487X,7
177072,515119784,8
266056,842329153,8
193898,446365505,8
37644,60987529,8
158433,451176464,7
141444,312952716,7
219683,312857675,9
27472,812570944,7
220688,696217120,8
144531,380780860,9
8454,1582343047,9
102702,50552354X,10
112001,679728899,10
194600,140440046,7
266056,553584049,7
37950,67172262X,10
75591,517122707,10
179718,312980159,10
246311,312421036,10
181687,743469801,9
268110,811831620,8
110912,1400034779,10
37950,451168615,10
236283,451190564,10
274061,505523728,10
258534,385720920,9
115003,312201656,7
89602,142001740,9
244627,671739743,10
168245,380774933,9
165308,670910236,9
231210,1573225789,9
113270,55328942X,10
218121,375705856,10
244627,515133876,8
37950,141301120,8
158433,345386108,6
174304,385504209,9
210485,380975068,7
168245,671737821,9
162052,425098648,8
91113,553577808,8
184299,812550706,10
30533,517542099,10
106225,316969443,7
274061,380789884,10
236340,553573926,8
100459,380717018,9
184299,425104338,8
165308,553096834,10
27472,316284955,7
218608,743431030,8
122793,684814994,10
165319,836220730,8
76151,684867621,10
75591,679751602,8
226965,64471071,9
114988,446360589,6
254206,684853507,8
31556,380600129,8
271448,671702505,9
91113,449911519,9
8454,767905180,8
258185,380811065,10
253871,671729411,10
197364,345444884,10
187145,679448594,8
200226,312924801,9
184299,451173317,8
208829,440904196,8
229011,515130990,6
218552,553268929,7
173415,440498058,10
211426,553212451,7
110973,140244824,9
124876,684852225,9
43910,553208845,10
89602,553582801,7
136348,425135721,6
13552,373483694,8
255489,67945960X,7
106225,446603422,7
221445,60915544,9
56554,373250223,9
266865,836217012,10
231237,60988649,8
274061,671041789,10
6543,805062971,8
39281,679426159,9
261829,451206673,8
258534,451188462,9
52584,898159954,8
236340,671011367,8
190925,553287532,8
14422,375503269,8
168245,553289322,8
244685,440217490,8
214786,440224764,8
162738,836213319,10
159506,34540288X,6
227705,440206154,8
268300,441003257,10
104399,394800168,10
89602,76791404X,8
6543,60980619X,7
218608,425178579,8
224997,671003356,7
162052,440122090,7
76151,515134481,10
181687,316089699,9
67840,60929596,10
173415,670892963,7
162738,345445848,8
8245,671708635,8
227705,425121631,7
235282,446610038,8
43246,446608890,6
122793,375707972,9
173415,743418204,8
110973,679763309,9
110934,316777722,8
154469,440225701,10
21014,64400557,10
150979,1576737330,6
10560,515134473,8
93629,61099368,7
208671,440224594,8
225087,425163407,10
136010,440215625,7
268110,679751521,6
21014,312278586,7
274061,451180232,10
6563,446613266,9
174304,316666343,8
223501,553289411,8
98758,451172817,9
242083,1573228214,7
56554,60090383,10
78834,743211375,10
179718,553582658,10
226965,553268880,9
5582,345334531,8
115435,156106809,9
112001,375504397,10
83671,441005748,9
200226,452278902,9
225087,743437640,10
53220,61031410,9
177072,345377702,8
173415,60934417,10
105028,451180232,8
37712,440212561,10
69971,345435028,9
208671,684862719,7
150979,316168688,8
124876,441005241,8
236340,440211727,10
38023,684195488,7
110973,345444884,10
274061,525941908,10
47316,515125628,8
173415,446359750,9
114544,1558745157,7
270713,812550757,10
271448,44023722X,10
30735,805019359,10
216683,553563521,7
91113,767907817,8
115435,671023616,8
22625,684865742,8
164323,345402871,8
91113,451188454,9
5582,874776945,9
28634,345391055,7
126736,399146253,7
234359,142000205,7
141493,446605239,10
153718,373242328,7
5582,385484011,10
65584,451155750,7
22625,316769487,10
150979,590634275,8
163973,515130389,6
240144,59035342X,10
5582,451191137,10
266865,316788228,7
200226,140265686,6
255489,385337116,6
271448,375707972,6
123981,55357227X,9
170513,804102988,9
56447,142002267,6
194600,316788228,7
253871,553580221,10
40889,671016652,10
141493,679721037,8
141493,1558743669,10
127359,312313810,8
101305,767900383,7
125774,515123471,7
85757,312305060,9
38023,64404994,10
6251,440430712,10
130571,375706771,8
43246,66238501,10
89602,553274325,8
181687,446520802,9
36907,64400557,10
88693,425157628,8
156150,446605409,8
224138,1573225789,7
69389,439139597,8
113519,671038184,9
13552,380756277,8
121170,1573229326,7
156269,553279912,7
6563,786881852,8
93629,679417796,7
39281,886775957,8
6242,312282990,6
240567,440224624,8
165308,525946829,6
56447,786865504,8
110973,671708635,9
162052,64404994,10
236340,446604801,7
139913,316666343,8
37950,446349461,6
162052,64405044,10
177432,440180295,9
190925,743418174,7
172742,449219372,6
196160,451194861,10
83287,679425241,10
27472,345384369,8
87555,60938455,10
239584,375760911,8
265115,14025448X,7
220688,385504209,10
156269,553278274,9
168245,553565060,8
153718,515134465,8
123544,451151259,9
244627,345413873,10
211426,618129022,9
265115,140254544,8
254465,671727583,10
246311,60976241,10
110934,345337662,9
184299,451186362,9
178522,553576798,8
165308,64407667,9
251843,312990456,9
92810,671038443,8
21014,64407667,8
115003,345424719,8
184299,393319296,7
187256,142001430,8
157273,804106304,8
158433,67102423X,7
101876,345446666,9
39281,446604801,8
13273,842329145,9
236757,60930535,8
141493,440224764,8
245410,345409671,9
126736,345391055,6
69389,451162072,6
163804,451190521,9
128835,64400034,9
128835,671740504,9
218121,451523385,10
247447,671744216,9
105979,786868716,7
136382,440174643,8
254465,446611085,10
231210,345459202,8
110973,67976397X,8
66942,451167317,8
46909,446607657,8
218608,14006690X,7
78834,375701907,8
92810,786884592,7
232945,425143325,9
6543,14025448X,8
130571,553284789,8
163570,451151259,9
127359,385722206,8
5582,425183971,10
123544,451190564,8
219683,451169530,7
133296,312979983,10
258534,345413873,10
98904,451149513,10
245410,679721037,9
8245,60199652,6
114544,446670251,7
234359,449907481,6
182993,312252617,8
218121,425169693,8
174304,316678104,7
53220,373218540,7
236340,449219364,9
135045,671525808,9
56447,385474016,8
226965,345425308,10
258534,449223612,9
8245,345446860,7
37950,38542471X,7
5582,380817683,8
254465,671759329,10
48025,425107469,9
138543,440221099,7
210485,380717018,9
126492,451176464,6
196160,61054909,7
216683,553212478,8
17950,64408663,10
125774,345325818,10
196077,60502258,7
22625,60987561,10
31556,380816547,7
159506,804109729,9
142524,399145990,9
114868,44022165X,7
66680,451190556,7
177072,1400031354,8
124487,380817691,10
25409,34543479X,10
85526,553250426,8
227520,515126772,10
92810,312976275,7
156150,671727796,9
137589,385484518,8
229741,385425473,8
261829,385492081,10
163804,515131083,7
189973,451184718,8
121170,1573227331,9
53220,446600474,8
200226,451202821,9
110934,60987561,10
206534,451161351,7
225087,671042262,9
225087,446676098,10
65584,312983298,8
133747,14100018X,8
219683,451155750,6
219683,451160444,8
163804,451190491,9
91113,441008534,9
67840,61092614,10
157273,312203039,8
138543,345313860,9
69697,671003356,9
10447,60916508,7
231210,440226198,9
264082,671004565,8
133747,140276904,6
83671,64471055,9
193898,55357695X,9
76151,38550120X,10
268300,312291450,7
23768,1555910807,6
8067,671769200,10
241980,553579754,9
8245,452282152,10
239594,446310786,8
227447,515102652,9
177072,842329242,9
168245,380725703,9
52584,743418174,10
154469,44021145X,10
69389,684835975,8
141444,446520802,7
22625,375411550,9
87555,345351525,7
244627,440222656,10
102647,446364193,10
194600,44022103X,10
98758,553569155,8
126492,385472951,8
37950,399501487,9
229011,671004549,8
124876,441000916,7
206534,44900371X,10
114988,140262032,8
148744,452264464,9
177432,553212737,10
224997,440207770,6
104399,394871804,10
110912,60959037,8
60707,689710879,9
8067,446610542,9
156150,380721643,9
156269,553278029,9
135045,385474016,9
177432,34530988X,9
163804,425168298,9
258534,671038567,9
162738,345339711,10
160558,553213156,10
197364,451137965,8
270713,345384466,7
22625,43935806X,10
56554,671021001,7
218552,440213525,8
181687,316096199,10
12538,451410947,7
126196,385337116,8
274061,451169514,10
110934,553582143,7
53174,441172717,10
211426,451117298,7
56554,316602051,10
229011,451173139,7
165319,373802021,7
266865,380728133,6
236283,1558744592,10
187256,345434498,9
114544,452282829,7
38023,399149562,7
187145,375725849,8
164323,1573229571,8
21014,316781142,6
258534,380730820,9
174304,671695304,8
76151,743245520,10
21014,1573227889,10
268300,312979096,10
21014,679746048,7
30533,553278746,10
220688,671829777,6
264082,345347536,8
14422,743418174,9
177072,80411109X,7
115003,553562967,8
37950,451177096,8
146113,380725231,7
239584,380730200,9
14422,316781142,7
190925,441010512,9
138543,451526341,9
226965,553268937,9
190925,385721420,6
251844,385494246,6
43910,312283709,8
141493,891073906,10
6543,312313810,6
153718,425183971,10
226965,394800133,10
37950,451142934,10
214786,345370775,10
109901,743412273,10
177072,380780860,8
255489,74340615X,7
231210,375411070,8
37712,385490445,8
98904,316569321,7
247447,515118656,8
224138,38533334X,9
142524,439425220,9
13273,140620206,9
75591,380977788,7
239594,345347226,8
128835,394571029,7
124876,60961097X,10
105028,312924585,8
196160,451190521,9
265889,553571656,10
216683,373484224,8
174304,842332286,9
184299,60987103,7
236283,452278902,10
113270,60509392,10
113519,517707918,8
197364,140390464,8
236283,786868716,10
252695,345402871,7
265889,804119716,8
194600,743411323,9
182993,786868716,10
177432,451190556,8
37950,446679593,6
271705,439136350,10
156467,515132187,10
265889,1551667193,8
211426,609610597,10
6251,836220986,10
91113,345443683,9
102702,345435273,10
270713,812509250,10
53174,553572377,10
46909,345413881,8
196077,312983867,10
101606,842329218,6
270713,804106304,8
165308,385337639,8
163570,446364800,9
224430,375500510,9
163973,515133973,6
241980,684853515,8
254465,446365386,10
232131,74343627X,6
27472,842329242,9
4017,68484267X,10
196160,449223833,8
101305,684874350,7
214786,446605409,10
225087,345450728,10
47316,671004530,10
174304,451526341,9
101876,60976845,8
122793,671016652,10
125774,373484224,9
37950,553250531,6
156269,553284789,8
184299,451166582,9
21014,671776134,9
194600,316782505,7
136348,1400031346,8
239594,60977493,8
46909,385315309,7
137589,380012863,6
53220,671743058,10
208829,553572326,10
266056,671014196,8
235935,64400964,9
232131,380789035,8
139913,515132020,9
231210,60932813,8
222296,44022330X,7
174304,399501487,8
88693,425155188,8
139913,375502238,7
227520,51513287X,10
224764,451124340,8
227520,312854277,8
143415,446692298,6
236340,515123471,7
48025,446612790,8
274301,345413881,7
274301,425175405,7
224997,515128546,6
232131,141000198,6
251843,553268880,10
264031,671888587,10
221445,385493800,7
234359,671776134,6
12538,553296981,7
102647,440221471,9
200226,440111811,6
266865,60938455,10
52584,440224675,10
78783,671036505,10
258534,312971346,10
43910,679723951,10
265889,60513640,8
75591,60964049,9
221445,345348036,9
40889,345298349,6
68555,440225701,7
126196,55358264X,8
138543,345351525,9
138543,380702843,7
75591,316107298,10
220688,805036504,8
265115,425184056,7
241666,553284789,7
98758,399141928,8
92810,385504209,9
130571,345446860,6
179718,671873210,9
224349,312195516,9
196160,61000175,8
59172,425100650,10
229741,451188470,7
110934,671510053,8
53174,345409973,9
104399,451167538,10
254206,441783589,10
236757,60928336,8
6251,39480001X,10
165308,20427859,9
177432,380752859,8
225763,142001430,7
177432,345347536,8
128835,345348036,9
101606,842329250,6
110973,452278902,10
261829,345325818,7
193499,37541309X,9
14422,15100692X,10
172742,385482388,8
98758,67169071X,9
69697,312971125,8
27472,425129586,10
128835,74343627X,9
105517,451137965,7
92810,345428307,7
277427,836217691,10
240144,553577808,7
234359,380816547,9
265115,871233452,10
266056,312924801,8
30735,553578308,8
156467,1551666022,10
91113,441010512,8
255489,441004520,9
246311,670030643,8
156269,345387554,8
247447,671737600,8
8245,156528207,8
258185,671737635,7
218552,671027360,8
241980,451167317,9
133296,671534734,10
165308,515120006,8
91113,34544356X,7
75591,515136557,6
133747,141001771,7
264082,671741209,9
123981,345384350,7
270713,440226104,7
8245,51511779X,7
124487,553582135,9
190925,1551668866,8
73681,385722206,9
76151,671742558,10
126492,451151259,8
28634,671537458,8
133747,312305060,8
189973,553561278,8
266865,440206154,8
43246,316781266,6
40889,425136981,6
196077,375706771,9
224764,440236169,10
70666,679445358,7
5582,44651652X,7
39281,385508042,8
37644,385480016,8
174304,894805770,6
12982,380725703,8
165319,441172695,6
89602,385509456,8
211426,449908100,8
218121,671510053,8
265115,553295691,9
101606,345313860,7
13552,380756250,9
172742,743225406,10
227447,61042943,8
21014,316781010,10
126196,553586122,8
10447,375700757,9
241666,553573926,9
200226,684872153,8
105517,517595753,8
38023,312924585,7
223501,316602906,9
258534,553279556,9
31556,452282152,8
242083,393050939,10
121170,679783571,8
110934,446612790,7
136010,316284955,8
224138,446604844,9
153718,515134481,8
110973,553295772,7
56554,425155722,7
179718,55356451X,9
252695,786817070,6
122793,446675059,10
266865,451185560,8
101606,1573225517,9
157273,316037451,7
114988,440414806,9
12982,380762560,9
200226,345301110,7
216683,671004530,8
109901,451163524,10
43246,14028009X,8
234359,425167313,7
170513,452281148,8
163973,42514545X,6
87555,345350685,10
22625,67976402X,10
68555,425157539,7
47316,440213525,10
8454,156027321,9
236340,380726262,9
252820,88730866X,7
210485,671004530,6
264321,316776963,6
224764,1931561648,10
101606,449219410,8
226965,64471098,9
130571,452282195,7
59172,446357421,10
266865,316666343,8
14422,618002219,8
218568,553279912,8
36907,439136350,10
105517,451132378,10
93629,446351709,8
83287,684835983,10
236283,399147195,10
76151,446527165,10
203240,140386645,10
78834,316776963,10
227520,373484224,8
154469,515118362,10
227447,671876821,7
159506,55327449X,7
251843,345366239,10
36907,385720955,10
30735,670910236,9
92810,425182908,6
244627,671737635,10
254465,671693816,10
6251,312966091,9
258534,805063897,7
56554,142000892,10
40889,60928336,9
101305,385418493,8
101305,14028009X,7
196160,345320115,7
13273,312243359,9
163570,553572997,9
227705,743418174,7
36907,671021001,10
236340,345413865,8
113519,452282152,10
163804,1551666839,6
206534,446350982,9
67840,155166951X,10
177432,618002235,10
105028,140620222,7
81597,684803968,8
135045,440206154,8
60707,451208862,7
105517,345391802,6
109901,451156609,10
123544,345353145,8
245410,312976275,8
184299,743417682,6
78834,802116698,10
183046,553574639,6
105028,451170113,8
266056,767905199,7
178199,553262505,8
8245,38072975X,7
271448,312283709,9
88693,60977493,8
139913,553284789,10
75591,449907481,10
264082,553282476,9
174304,842332278,8
