Unnamed: 0,itemId,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Book-Description
10,553582747,From the Corner of His Eye,Dean Koontz,2001,Bantam Books,http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582747.01.LZZZZZZZ.jpg,"His birth was marked by wonder and tragedy. He sees beauty and terror beyond our deepest dreams. His story will change the way you see the world. On the heels of his #1 bestseller False Memory , Dean Koontz brings together his most compelling themes and an unforgettable cast of characters to create what is perhaps the most thrilling and emotionally powerful work of his critically acclaimed career. Bartholomew Lampion is born on a day of tragedy and terror that will mark his family forever. All agree that his unusual eyes are the most beautiful they have ever seen. On this same day, a thousand miles away, a ruthless man learns that he has a mortal enemy named Bartholomew. He embarks on a relentless search to find this enemy, a search that will consume his life. And a girl is born from a brutal rape, her destiny mysteriously linked to Barty and the man who stalks him. At the age of three, Barty Lampion is blinded when surgeons remove his eyes to save him from a fast-spreading cancer. As he copes with his blindness and proves to be a prodigy, his mother counsels him that all things happen for a reason and that every person’s life has an effect on every other person’s, in often unknowable ways. At thirteen, Bartholomew regains his sight. How he regains it, why he regains it, and what happens as his amazing life unfolds and entwines with others results in a breathtaking journey of courage, heart-stopping suspense, and high adventure."
11,425182908,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg,"Patricia Cornwell’s novels of big-city police have taken this classic genre to a new level. Now, with this #1 New York Times bestselling novel, she outdoes herself, with a wry tale of life and turmoil behind the blue wall. Chaos breaks loose when the governor of Virginia orders that speed traps be painted on all streets and highways, and warns that speeders will be caught by monitoring aircraft flying overhead. But the eccentric island of Tangier, fourteen miles off the coast of Virginia in Chesapeake Bay, responds by declaring war on its own state. Judy Hammer, newly installed as the superintendent of the Virginia State Police, and Andy Brazil, a state trooper and Hammer’s right hand and confidant, find themselves at their wits’ end as they try to protect the public from the politicians—and vice versa—in this pitch-perfect, darkly comic romp."
12,42518630X,Purity in Death,J.D. Robb,2002,Berkley Publishing Group,http://images.amazon.com/images/P/042518630X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518630X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518630X.01.LZZZZZZZ.jpg,"Lieutenant Eve Dallas must take down a group of terrorists who use a computer virus to kill in this thriller in the #1 New York Times bestselling In Death series. Louie Cogburn had spent three days holed up in his apartment, staring at his computer screen. His pounding headache was unbearable—like spikes drilling into his brain. And it was getting worse. Finally, when someone knocked at his door, Louie picked up a baseball bat, opened the door, and started swinging… The first cop on the scene fired his stunner twice and Louie died instantly. Detective Eve Dallas has taken over the investigation, but there’s nothing to explain the man’s sudden rage or death. The only clue is a bizarre message left on his computer screen: Absolute Purity Achieved. And when a second man dies under nearly identical circumstances, Dallas starts racking her brain for answers and for courage to face the impossible…that this might be a computer virus able to spread from machine to man…"
13,440223571,This Year It Will Be Different: And Other Stories,Maeve Binchy,1997,Dell,http://images.amazon.com/images/P/0440223571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.LZZZZZZZ.jpg,"From the New York Times bestselling author of Circle of Friends, The Glass Lake, and Evening Class comes a stunning collection of fifteen Christmas stories filled with Maeve Binchy's trademark wit, charm, and sheer storytelling genius. In ""A Typical Irish Christmas,"" a grieving widower heads for a holiday in Ireland and finds an unexpected destination not just for himself, but for a father and daughter in crisis. . . . In ""Pulling Together,"" a teacher not yet out of her twenties sees her affair with a married man at a turning point as Christmas Eve approaches. . . . And in the title story, ""This Year It Will Be Different,"" a woman with a complacent husband and grown children enters a season that will forever alter her life, and theirs. . . These stories, and a dozen more, powerfully evoke many lives--from step-families grappling with exes to children caught in grown-up tugs-of-war--during the one holiday when feelings cannot be easily hidden. The time of year may be magical, imbued with meaning. But the situations are timeless. And Maeve Binchy makes us care about them all."
14,842342702,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842342702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.LZZZZZZZ.jpg,"Book 1 in the best-selling Left Behind series is available once again in mass paper. Airline pilot Captain Rayford Steele guides his terror-filled 747 back to the ground with more than 100 seats empty except for clothes, jewelry, eyeglasses, shoes, and socks. He and Cameron “Buck” Williams, who had been on Rayford's plane, launch a frantic search for the truth."
15,440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell,http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg,"He gave up the money. He gave up the power. Now all he has left is the law. Michael Brock is billing the hours, making the money, rushing relentlessly to the top of Drake &amp; Sweeney, a giant D.C. law firm. One step away from partnership, Michael has it all. Then, in an instant, it all comes undone. A homeless man takes nine lawyers hostage in the firm's plush offices. When it is all over, the man's blood is splattered on Michael's face--and suddenly Michael is willing to do the unthinkable. Rediscovering a conscience he lost long ago, Michael is leaving the big time for the streets where his attacker once lived--and where society's powerless need an advocate for justice. But there's one break Michael can't make: from a secret that has floated up from the depths of Drake &amp; Sweeney, from a confidential file that is now in Michael's hands, and from a conspiracy that has already taken lives. Now Michael's former partners are about to become his bitter enemies. Because to them, Michael Brock is the most dangerous man on the streets...."
16,671623249,LONESOME DOVE,Larry McMurtry,1986,Pocket,http://images.amazon.com/images/P/0671623249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671623249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671623249.01.LZZZZZZZ.jpg,"A love story, an adventure, an epic of the frontier, Larry McMurtry's LONESOME DOVE is the grandest novel ever written about the last, defiant wilderness of America..."
17,42511774X,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group,http://images.amazon.com/images/P/042511774X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg,"During a ninety-mile drive to her best friend's husband's funeral, Maggie and her husband, Ira, recall and revaluate the details of their twenty-eight-year marriage. Reissue. Movie tie-in."
18,804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg,A story of first generation immigrants' relationships with their American-born children
19,140067477,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books,http://images.amazon.com/images/P/0140067477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg,"For Taoists everywhere, the New York Times bestseller from the author of The Te of Piglet The how of Pooh? The Tao of who? The Tao of Pooh?! In which it is revealed that one of the world’s great Taoist masters isn’t Chinese—or a venerable philosopher—but is in fact none other than that effortlessly calm, still, reflective bear: A. A. Milne’s Winnie-the-Pooh! While Eeyore frets, and Piglet hesitates, and Rabbit calculates, and Owl pontificates, Pooh just is. And that’s a clue to the secret wisdom of the Taoists."
20,345465083,Seabiscuit,LAURA HILLENBRAND,2003,Ballantine Books,http://images.amazon.com/images/P/0345465083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg,"Seabiscuit was one of the most electrifying and popular attractions in sports history and the single biggest newsmaker in the world in 1938, receiving more coverage than FDR, Hitler, or Mussolini. But his success was a surprise to the racing establishment, which had written off the crooked-legged racehorse with the sad tail. Three men changed Seabiscuit’s fortunes: Charles Howard was a onetime bicycle repairman who introduced the automobile to the western United States and became an overnight millionaire. When he needed a trainer for his new racehorses, he hired Tom Smith, a mysterious mustang breaker from the Colorado plains. Smith urged Howard to buy Seabiscuit for a bargain-basement price, then hired as his jockey Red Pollard, a failed boxer who was blind in one eye, half-crippled, and prone to quoting passages from Ralph Waldo Emerson. Over four years, these unlikely partners survived a phenomenal run of bad fortune, conspiracy, and severe injury to transform Seabiscuit from a neurotic, pathologically indolent also-ran into an American sports icon. Author Laura Hillenbrand brilliantly re-creates a universal underdog story, one that proves life is a horse race. From the Hardcover edition."
21,1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson,http://images.amazon.com/images/P/1558531025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558531025.01.LZZZZZZZ.jpg,"A few years ago, Jack Brown jotted down a list of fatherly advice for his son as Adam left home to begin a new life as a college freshman. That list became Life's Little Instruction Book, the phenomenal guide that has sold more than five million copies. Now Brown offers a second list, and Adam says ""It's more useful than the first one"". In 1991, Jack Brown wrote and published Life's Little Instruction Book as a going-away-to-college gift for his son, Adam. Since that time, thousands of readers have shared with Brown their suggestions and observations from their own parents and grandparents. In his latest volume, Brown pays tribute to many of those worthwhile contributions, and offers further ideas from his own life experiences"
22,441783589,Starship Troopers,Robert A. Heinlein,1987,Ace Books,http://images.amazon.com/images/P/0441783589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg,"In Robert A. Heinlein’s controversial Hugo Award-winning bestseller, a recruit of the future goes through the toughest boot camp in the Universe—and into battle against mankind’s most alarming enemy... Johnnie Rico never really intended to join up—and definitely not the infantry. But now that he’s in the thick of it, trying to get through combat training harder than anything he could have imagined, he knows everyone in his unit is one bad move away from buying the farm in the interstellar war the Terran Federation is waging against the Arachnids. Because everyone in the Mobile Infantry fights. And if the training doesn’t kill you, the Bugs are more than ready to finish the job... “A classic…If you want a great military adventure, this one is for you.”— All SciFi"
23,316769487,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown",http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg,"The ""brilliant, funny, meaningful novel"" ( The New Yorker ) that established J. D. Salinger as a leading voice in American literature--and that has instilled in millions of readers around the world a lifelong love of books. ""If you really want to hear about it, the first thing you'll probably want to know is where I was born, and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I don't feel like going into it, if you want to know the truth."" The hero-narrator of The Catcher in the Rye is an ancient child of sixteen, a native New Yorker named Holden Caufield. Through circumstances that tend to preclude adult, secondhand description, he leaves his prep school in Pennsylvania and goes underground in New York City for three days."
24,679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House,http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg,"Shots rang out in Savannah's grandest mansion in the misty,early morning hours of May 2, 1981. Was it murder or self-defense? For nearly a decade, the shooting and its aftermath reverberated throughout this hauntingly beautiful city of moss-hung oaks and shaded squares. John Berendt's sharply observed, suspenseful, and witty narrative reads like a thoroughly engrossing novel, and yet it is a work of nonfiction. Berendt skillfully interweaves a hugely entertaining first-person account of life in this isolated remnant of the Old South with the unpredictable twists and turns of a landmark murder case. It is a spellbinding story peopled by a gallery of remarkable characters: the well-bred society ladies of the Married Woman's Card Club; the turbulent young redneck gigolo; the hapless recluse who owns a bottle of poison so powerful it could kill every man, woman, and child in Savannah; the aging and profane Southern belle who is the ""soul of pampered self-absorption""; the uproariously funny black drag queen; the acerbic and arrogant antiques dealer; the sweet-talking, piano-playing con artist; young blacks dancing the minuet at the black debutante ball; and Minerva, the voodoo priestess who works her magic in the graveyard at midnight. These and other Savannahians act as a Greek chorus, with Berendt revealing the alliances, hostilities, and intrigues that thrive in a town where everyone knows everyone else. Midnight in the Garden of Good and Evil: A Savannah Story is a sublime and seductive reading experience. Brilliantly conceived and masterfully written, this enormously engaging portrait of a most beguiling Southern city is certain to become a modern classic."
25,671867156,Pretend You Don't See Her,Mary Higgins Clark,1998,Pocket,http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg,"Queen of Suspense Mary Higgins Clark brings us another New York Times bestselling novel that she “prepares so carefully and executes with such relish” (The New York Times Book Review) about a witness to a murder who finds that what she’s seen might make her the next casualty. Mary Higgins Clark sends chills down readers’ spines with the story of Lacey Farrell, a rising star on the Manhattan real estate scene. One day, while showing a luxurious skyline co-op, Lacey is witness to a murder—and to the dying words of the victim. The dying woman is convinced that the attacker was after her dead daughter’s journal—which Lacey gives to the police, but not before making a copy for herself. It’s an impulse that later proves nearly fatal. Placed in the witness protection program and sent to live in the Minneapolis area, Lacey must assume a fake identity, at least until the killer can be brought to trial. There she meets Tom Lynch, a radio talk-show host whom she tentatively begins to date—until the strain of deception makes her break it off. Then she discovers the killer has traced her to Minneapolis. Armed with nothing more than her own courage and clues from the journal, Lacey heads back to New York, determined to uncover who’s behind the deaths of the two women—before she’s the next casualty. At once seductive and frightening, Pretend You Don’t See Her is the “mistress of high tension” (The New Yorker) at her ingenious best."
26,312252617,Fast Women,Jennifer Crusie,2001,St. Martin's Press,http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.LZZZZZZZ.jpg,"Following her divorce, Nell Dysart takes a job working for a detective agency and finds herself knee deep in embezzlement, bribery, blackmail, arson, adultery, murder, and passion with her boss, Gabe McKenna."
27,446677450,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000,Warner Books,http://images.amazon.com/images/P/0446677450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.LZZZZZZZ.jpg,"“Rich Dad, Poor Dad” chronicles the story of two dads, the author’s own father, who was the superintendent of education in Hawaii and who ended up dying penniless, and the author's best friend’s father (and Kiyosaki’s mentor growing up), who dropped out of school at age 13 and went on to become one of the wealthiest men in Hawaii. Kiyosaki uses the story of these two men and their varying financial strategies to illustrate the need for a new financial paradigm in order to achieve financial success in the new millennium."
28,451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book,http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg,"View our Ken Follett feature page. Learn more about The Pillars of the Earth miniseries on Starz. A departure for the bestselling thriller writer, this historical epica twelfth-century tale of the building of a mighty Gothic cathedralstunned readers and critics alike with its ambitious scope and gripping humanity"
29,67976397X,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995,Vintage,http://images.amazon.com/images/P/067976397X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.LZZZZZZZ.jpg,"The acclaimed story of a timeless place that one day wakes up to find itself in the jaws of history: ""An exuberant mixture of history and romance, written with a wit that is incandescent"" ( Los Angeles Times Book Review ). The place is the Greek island of Cephallonia, where gods once dabbled in the affairs of men and the local saint periodically rises from his sarcophagus to cure the mad. Then the tide of World War II rolls onto the island's shores in the form of the conquering Italian army. Caught in the occupation are Pelagia, a willful, beautiful young woman, and the two suitors vying for her love: Mandras, a gentle fisherman turned ruthless guerilla, and the charming, mandolin-playing Captain Corelli, a reluctant officer of the Italian garrison on the island. Rich with loyalties and betrayals, and set against a landscape where the factual blends seamlessly with the fantastic, Corelli's Mandolin is a passionate novel as rich in ideas as it is genuinely moving."
30,786868716,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg,"Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him, as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?"""
31,446612545,The Beach House,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,"Jack Mullen is a driven student of the law. His brother Peter is a servant of the rich, parking the cars of the Hamptons' elite-and perhaps satisfying their more intimate needs as well. Then Peter's body is found on the beach. Jack knows the drowning was no accident, but someone's unlimited power and money have bought the cops, the judges, the system. Now Jack is learning a lesson in justice he never got in law school ... and his astonishing plan to beat the billionaires will have you reeling-and cheering-to the very last page."
32,553584383,Dead Aim,IRIS JOHANSEN,2004,Bantam Books,http://images.amazon.com/images/P/0553584383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.LZZZZZZZ.jpg,"The #1 New York Times bestselling author Iris Johansen returns with an electrifying and all-too-plausible thriller that pushes the level of suspense to the maximum and never lets up. From the tense opening scene to the final explosive page, Johansen delivers a knockout novel, as an unlikely pair of allies must expose a team of killers hiding behind an unspeakable act of terror—and risk ending up their next target. She witnesses death through the eye of her camera. Now a relentless killer is focused on her. A celebrated photojournalist, Alex Graham has seen it all—but her latest assignment has forced her across a dangerous line. What happens when a reporter does more than just report? She has recorded some of the most tragic and heartbreaking of catastrophes, everything from natural disasters to infamous acts of terror. Her experiences have left her forever marked with the human side of tragedy. So when a dam breaks in Arapahoe Junction, Colorado, Alex is once more at the site doing more than just snapping pictures—she is in the mud with a shovel digging for survivors. What happens when the reporter becomes the story? Alex finds more than she bargained for. In one terrible instant, she is witness to a conspiracy that will stun a nation. The official story is just a cover-up for a truth so frightening, so unthinkable, anyone who threatens to reveal it must be silenced. Forever. And now that someone is Alex Graham. The first attempt on her life is swift and brutal. Only barely escaping, she finds an ally in an improbable source. Billionaire financier John Logan has his own reasons for protecting Alex, and these reasons alone are likely to get her killed. Using his vast connections and influences, Logan assigns a bodyguard to protect her. Judd Morgan is the best covert commando in the business, and if anyone can keep Alex safe, it’s this quietly dangerous man. The problem is, Alex doesn’t want to be kept safe by Judd, whose checkered past has made him the target of an unseen assassin who dogs his every step."
